Terawatt-hours,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Ukraine,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.006,0.016,0.022,0.031,0.033,0.038,0.035,0.045,0.045,0.043000000000000003,0.05,0.0895,0.2882,0.6386000000000001,1.1302,1.0844,0.9538,0.9834,1.1884000000000001,2.0202,3.17196542564124,0.5658344982873154,0.4695778283875496,0.0019934253959528253,,
United Kingdom,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.033,0.217,0.34400000000000003,0.392,0.488,0.667,0.877,0.85,0.9460000000000001,0.965,1.2590000000000001,1.2880000000000003,1.9390000000000003,2.912,4.236,5.2738175,7.09724817,9.280971517593615,10.285644548745891,15.962968613800344,19.8471199734079,28.397151726819338,31.959244576961552,40.27471975570651,37.15942281480601,49.64112127521759,56.906350517093365,64.33484373611701,75.60982425697497,0.17204357170705187,0.2136271432549668,0.047517082827885485,,
Other Europe,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042727272727272736,0.0006111111111111111,0.0005757575757575758,0.000585858585858586,0.0005555555555555557,0.0005515151515151516,0.0005676767676767677,0.0005282828282828283,0.0005090909090909091,0.0005585858585858587,0.0030232323232323235,0.007584848484848485,0.011446464646464646,0.01613939393939394,0.016928282828282827,0.014110101010101012,0.016166666666666666,0.01573131313131313,0.015682828282828284,0.011906060606060606,0.023875757575757578,0.03702646464646465,0.05857462626262626,0.08961715123841152,0.2929367676767677,0.5739744545454546,1.6523944343434345,1.7293624901698779,0.04372020396510323,0.5883613984203202,0.0010868198873939302,,
Total Europe,False,False,False,False,False,False,False,False,False,False,False,False,False,0.003,0.006,0.010499999999999999,0.010499999999999999,0.018499999999999996,0.030100000000000002,0.03819999999999999,0.0574,0.13360000000000002,0.1908,0.32970000000000005,0.5154000000000001,0.7794604148888888,0.980027987838384,1.5350480797575754,2.2848260921212127,2.9792357028282828,3.8630292012121203,4.828585245252524,7.295492955555556,11.176479135151517,14.244321766767678,22.45471420282828,26.934286655353535,36.42594931474748,44.531152285656574,59.29678685959597,71.09674936519127,83.16413987836481,105.71319376702102,121.35390149753569,135.38322861318696,153.44349686417544,186.65740323090515,215.03240506403205,248.11525575332092,264.8150199599065,318.93123001945844,322.86787634830216,384.21652140632875,403.2175947741743,460.0298128093289,510.13807100777274,0.10589408985215765,0.13011362532244886,0.32059686967858425,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0.0005,0,0,0.0008,0.0023,0.0046,0.0228,0.0221,0.08270000000000001,0.10540000000000001,0.09509999999999999,-0.10018819796559575,0.4793200094751393,0.00005976570665702936,,
Belarus,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101010101010101,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.006,0.008,0.009000000000000001,0.039,0.073,0.097,0.099,0.166,0.18388397793471814,0.10470820900276712,0.6672887078344625,0.00011556210183148292,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147,0.0026650000000000003,0.0045487,0.0132652,0.1317223,0.2749828,0.3397637,0.38531509999999997,0.7071334,1.1354321649832346,0.6012960090817616,0,0.0007135636771960439,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0031,0.0062,0.0086,0.007,0.0068000000000000005,0.0052,0.0066,0.0052,0.0038,0.004186,0.005392,0.0052510000000000005,0.0044729999999999995,0.09610600000000001,0.148037,0.14812049999999996,0.139,0.23716,0.31481000000000003,1.13802,2.605065454520837,0.5553441221264135,0.0007151900051507105,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
USSR,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Other CIS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0029,0.0019,0.0043,0.0041,0.003,0.0042,0.0033,0.005,0.0057,0.005,0.0091,0.0249,0.0463,0.04615247809292006,-0.005909753218153124,0.26826863881405383,0.00002900457904517807,,
Total CIS,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0031,0.0062,0.0086,0.00801010101010101,0.0078000000000000005,0.008799999999999999,0.010499999999999999,0.0081,0.0112,0.009786,0.012539000000000002,0.018116,0.0211217,0.1256712,0.32905929999999994,0.5239033,0.6069637,0.8290751,1.3396434,2.598588621010873,0.934461553052855,0.613530275147085,0.0016330860698804447,,
Iran,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.0365,0.0337,0.0303,0.027600000000000003,0.0463,0.0709,0.1253,0.1409,0.1958,0.22619999999999998,0.2089,0.2135,0.2043,0.21130000000000002,0.1977,0.2422,0.26430000000000003,0.306258,0.585379,0.6273104049442262,0.6293447007360022,0.0005017846811288251,0.10738589891076189,0.0003955124160919437,,
Iraq,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Israel,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.011,0.012,0.011,0.011,0.01,0.01,0.009000000000000001,0.009000000000000001,0.008,0.007,0.006,0.006,0.005900000000000001,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,-0.002732240437158473,-0.029080487129415022,0.00000421062286647841,,
Kuwait,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01752,0.01752,0.01752,0.01752,-0.002732240437158473,0,0.000011010464570253992,,
Oman,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Qatar,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Saudi Arabia,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
United Arab Emirates,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001489,0.002978,0.001489,0,0,0,0,0,0,0,0,,
Other Middle East,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0041,0.0041,0.0041,0.0041,0.0053,0.0053,0.0053,0.0053,0.0063,0.0093,0.0107,0.13140000000000002,0.407,0.464851,0.728051,0.900551,1.2506145789126157,0.3849272269852688,0.6711800568629369,0.0007859502004657803,,
Total Middle East,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.038000000000000006,0.0395,0.046700000000000005,0.044300000000000006,0.042600000000000006,0.0614,0.08600000000000001,0.1394,0.155,0.2101,0.2405,0.2222,0.2258,0.21660000000000001,0.22808900000000001,0.217278,0.381789,0.678,0.795329,1.33765,1.5520814049442262,1.9041792796486179,0.22350322474831907,0.20498028540148483,0.0011966837039944563,,
Algeria,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.019,0.01905205479452055,0.019,0.01,0.01,0.008,-0.20218579234972678,0,0.0000050276093928100415,,
Egypt,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.0805,0.179,0.2125,0.28600000000000003,0.5040505050505051,0.5101111111111112,0.6050606060606061,0.6624363636363636,0.9298131313131313,1.0371939393939396,1.4091434343434344,1.4948249393939395,1.3362030404040404,1.5765832020202022,1.0281277676767677,1.8945454545454548,2.3966930303030303,2.109576212121212,2.9873910404040407,4.551864250986229,6.776345265586818,0.48462921748420995,0.15939903119151988,0.004258602138273518,,
Morocco,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.2058,0.19390000000000002,0.2028,0.19890000000000002,0.2063,0.1832,0.2789,0.2982,0.3911,0.6587999999999999,0.6922,0.728,1.2149,1.9238,2.5194,3.0000999999999998,3.0349000000000004,3.8407430000000025,4.699190000000002,5.389683203339878,0.14380505852034853,0.28225239496140087,0.0033871527371727604,,
South Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.012,0.012,0.012,0.012,0.021,0.03,0.034,0.037,0.037,0.037,1.066,3.071,4.2090000000000005,5.8669602272727275,6.4163434343434345,6.680313131313132,6.990339389271313,0.043549900175437584,0.7169891727285627,0.004393086996553807,,
Eastern Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0003,0.0004,0.0009,0.0013,0.0048,0.011000000002980232,0.01607,0.026700000000000005,0.03821,0.03413000000000001,0.15397820009155275,0.3147111000915527,0.4413035000915528,0.777721700137329,0.8899006001373292,0.7920949597899907,0.8641475024565026,2.2249159761235306,1.9682714183899974,-0.11776730056596707,0.556253120694028,0.0012369624838371367,,
Middle Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008899999618530274,0.008899999618530274,0.008899999618530274,0.008899999618530274,0.00889999961853027,-0.002732240437158917,,0.000005593215209766072,,
Western Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0054,0.0063,0.0070999999999999995,0.007200000000000001,0.0076,0.0078,0.0079,0.00678,0.006884,0.007399000000000001,0.00843,0.008671,0.009505,0.008886999999999999,0.0076950000000000005,0.007237000001490117,0.005428999995708466,0.019348999985694885,0.06444900000149012,0.092253000443995,0.09284156644399501,0.18101912794045497,0.17872498794045497,0.177542696940455,0.19009837494045495,0.18304577494045496,0.18290379229556666,-0.0035057885521619925,0.38133849108534235,0.00011494610301572099,,
Other Northern Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.024,0.03,0.033,0.044,0.042,0.038,0.043000000000000003,0.039,0.097,0.139,0.109,0.196,0.358,0.507,0.448,0.47400000000000003,0.44880000000000003,0.45310000000000006,0.4995,0.4654000000000001,-0.07081398338228917,0.17808432040456568,0.00029248117642672423,,
Other Southern Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,
Total Africa,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0054,0.0063,0.0070999999999999995,0.007200000000000001,0.0076,0.019799999999999998,0.1755,0.41558,0.44358400000000003,0.5355989999999999,0.768280505050505,0.7803821111111112,0.852565606060606,1.0162233636393438,1.3117781313131314,1.5892309393954298,2.2845824343391428,2.386503939379634,2.5156302404970825,3.593447302555749,5.060072834212317,8.91068628262324,11.176370672793865,12.457774095742918,14.770723351762967,18.857729132981873,21.789843068502105,0.15232899067072903,0.2806493641248651,0.013693852459882245,,
Australia,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0055,0.007,0.007,0.0075,0.018000000000000002,0.043000000000000003,0.134,0.28700000000000003,0.53355,0.70405,0.795,1.29905,2.1621,2.8521,3.45845,4.43775,4.985,6.432,7.7250000000000005,9.259,9.777000000000001,11.833002092997777,13.039704881148,13.210790432157777,16.26195431572089,19.47168807923922,22.60689179633457,0.15784128426173005,0.1593753892949401,0.014207327692186494,,
Bangladesh,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.0016,0.0029,0.0050999999999999995,0.0050999999999999995,0.0050999999999999995,0.0050999999999999995,0.005081,0.005081,0.005081,0.005081,0.005081,0.005081,0.005081,0.005081,-0.002732240437158473,-0.0003731750647264498,0.0000031931604156084774,,
China,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.00202020202020202,0.009090909090909092,0.13131313131313133,0.21212121212121213,0.38383838383838387,0.6161616161616161,0.09393939393939395,0.197979797979798,0.35555555555555557,0.4737373737373738,0.5898989898989899,0.7191919191919192,0.8373737373737375,0.9969696969696971,1.277777777777778,1.946060606060606,3.7118181818181823,5.47929292929293,13.100000000000001,27.6149978332,49.39962,74.10000000000001,103.0499065,138.26413319999997,159.7627,185.59144,240.8605,304.6,365.8,405.3,466.5,0.14785445308676426,0.30816690862251406,0.29317247271823554,,
China Hong Kong SAR,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006940000000000001,0.000865,0.0008070000000000001,0.001099,0.001041,0.0008680000000000001,0.001053,0.0008359999999999999,0.0009000000000000001,0.0008110000000000001,0.000492,0.001045,0.0007,0.0006760918253079508,0.000825,0.21691443505413566,-0.04742144708816565,5.184722186335355E-7,,
India,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.030303030303030304,0.11291,0.08847000000000001,0.09477,0.19128,0.49647,0.87838,0.988,1.079,1.446,1.582,2.085,2.085,2.60448,5.22543,5.9910000000000005,9.337299999999999,11.6828,14.378200000000001,16.271,19.456400000000002,23.9523,27.4326,30.0074,33.4549,32.74138,43.452830000000006,52.624950000000005,60.31116000000001,63.31423,60.42740262291599,-0.04820290114943826,0.14553591143143452,0.03797567212626082,,
Indonesia,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.00027,0.00367,0.0036399999999999996,0.004690000000000001,0.00461,0.0001,0,0.0037,0.005690000000000001,0,0.18797999999999998,0.482,0.47268919460000003,-0.02199648533546461,0.6286887532155361,0.00029706207933134673,,
Japan,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009595959595959597,0.0009595959595959597,0.0009595959595959597,0.0019191919191919194,0.0009595959595959597,0.007070707070707071,0.03636363636363637,0.109,0.252,0.41300000000000003,0.8320000000000001,1.44,1.9100000000000001,2.1350000000000002,2.74,2.945,3.427302299,3.9257290630000004,4.459041,4.727417000000001,5.133169068,5.01397161,5.22280657926,5.340768811,5.82717014,6.444881462000001,6.748665018999999,7.789507774666666,0.15107579716413877,0.07010537618300328,0.004895325306660122,,
Malaysia,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
New Zealand,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000690909090909091,0.0009858585858585859,0.00101010101010101,0.00101010101010101,0.008326262626262628,0.013593555555555557,0.022069696969696972,0.0389929292929293,0.12020808080808082,0.13898787878787883,0.15548317474747478,0.14654096262626265,0.3615366636363636,0.6143859090909091,0.6222168664646466,0.9298798515151516,1.0584576949570705,1.4764609035378788,1.6371757633434343,1.9572189211111113,2.079195560106061,2.021870415469697,2.21122376710101,2.3641299191287883,2.330692112156566,2.0864003543636365,2.0673598651942626,2.254671077351859,2.302228224622748,0.01830284986334929,0.04324454913887954,0.0014468380308132142,,
Pakistan,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.1513716461517589,0.3133678747668116,0.5985939839034409,0.918119070225469,1.7629017929428754,2.83179,3.148244731083195,2.732134281584603,-0.1345433196728475,0,0.001717012997064133,,
Philippines,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017469000000000002,0.053235,0.057842,0.061386,0.064428,0.061717,0.08820399999999999,0.075339,0.065655,0.152052,0.748414,0.9752190000000001,1.093558,1.152923041,1.04166,1.02645,-0.01729403855069911,0.32088538138691436,0.0006450737076562334,,
Singapore,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
South Korea,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.001,0.002,0.0058390000000000004,0.016685,0.01259,0.014881,0.024864999999999998,0.047442,0.129888,0.238911,0.375641,0.436034,0.685353,0.8169500000000001,0.862884,0.91276,1.148179,1.145557,1.3424390000000002,1.683142151,2.169014326,2.46487895054255,2.6791578837387613,3.139589,0.16865486240356264,0.14606275492735277,0.0019730783932453855,,
Sri Lanka,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0.0034,0.0035,0.0036057465600000003,0.00340574656,0.00270574656,0.0024057465599999998,0.00230574656,0.00230574656,0.00324174656,0.0035014473600000003,0.05316144736,0.09162044736,0.14680774656,0.23458174656,0.27245374656,0.34320999999999996,0.34487,0.36681,0.32631,0.32631,0.6400451971703768,0.9561044399529859,0.573759186252055,0.0004022371556395927,,
Taiwan,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138286,0.012228773,0.015879599,0.023761620000000004,0.025252811000000003,0.091300426,0.27607473200000004,0.43953450699999996,0.588265167,0.786635449,1.026337795,1.492676671,1.4134684820000003,1.6400076109999997,1.5004843830000005,1.5252357070000002,1.457101846,1.7224586240000002,1.706844213,1.892231712,2.2892881070000004,0.2065294154956796,0.09174215608094483,0.0014387057987001902,,
Thailand,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131,0.00039400000000000004,0.000482,0.001,0.003924,0.005,0.017179,0.351304,0.396,0.328,0.34500000000000003,1.109,1.641,2.2421533950269223,2.2421533950269223,-0.002732240437158473,1.1630498686300381,0.0014090839336197848,,
Vietnam,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.0116,0.04070000000000001,0.04070000000000001,0.04070000000000001,0.0689,0.0689,0.1767,0.20980000000000001,0.268292,0.3102331040547142,0.0004836049201601583,0.000779470493298491,0.6073880973743866,-0.27221471206165937,4.898591466907213E-7,,
Other Asia Pacific,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016402180000000001,0.004917092,0.005854207000000001,0.005816067,0.007372048997615815,0.006910846997615814,0.008239988997615813,0.004802828997663312,0.011548400999016524,0.0176339180025332,0.02842060699886006,0.04085637999663792,0.044700986902097395,0.05808034298871496,0.06770048095676685,0.058784589089506414,0.07344380496215104,0.12055473870050157,0.19809570902099574,0.23510996456405162,0.2386026698000264,0.25030655722379913,0.4386621137710079,0.4610545003094172,0.4610409969820245,-0.002761448335674821,0.23019033116605025,0.0002897417558621666,,
Total Asia Pacific,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.03232323232323232,0.12200090909090909,0.22047404040404042,0.3118366666666667,0.5835880808080809,1.121601313131313,0.9912050664848486,1.2139500414949493,1.4895501665959596,2.0532490063939393,2.563946979704687,3.5174094179774134,4.067013246678828,5.340875855153624,9.186693399973159,12.01919360571405,18.569807133841692,24.603131414364725,36.07989459541916,54.84797827508659,81.4841965496602,113.55108762856062,147.72358009362827,188.47214342588194,214.27268709044878,243.0600532468541,311.2076135413301,387.0977782266881,461.95175806528346,509.36830709449487,572.636106061397,0.12113674640282901,0.2496463630878334,0.3598738331870558,,
Total World,False,False,False,False,False,False,False,False,False,False,False,False,False,0.003,0.006,0.010499999999999999,0.010499999999999999,0.018499999999999996,0.032794949494949495,0.04475555555555555,0.06422020202020202,0.13883131313131317,0.19537676767676768,0.33157979797979803,2.649776767676768,3.63247051589899,4.08670667470707,4.733212019151515,5.69756881939394,7.1229298442424245,8.261923443636364,9.204600660595961,12.01781646977778,15.921260267804952,21.216174006609396,31.42043456413095,38.39045194714206,52.33078198670712,62.91139530168394,85.11619242827317,104.08387975788209,132.85921603002876,170.68262058027867,220.60004515399677,276.0205262990772,346.4650219380781,440.38509198030556,530.5544213511203,635.49205101167,705.8058607888123,831.42968828187,962.2273954093787,1140.3109490425286,1269.5205357108334,1418.170046266548,1591.2135122192983,0.1189532161496556,0.17781937153146488,1,,
