Exajoules (input-equivalent),1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
Denmark,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00003,0.00006,0.00010499999999999999,0.00010499999999999999,0.00018499999999999994,0.00027100000000000003,0.00033199999999999994,0.000514,0.0012560000000000002,0.001738,0.0029170000000000003,0.004284,0.006103,0.0074010000000000005,0.009154,0.010342,0.01137,0.011773,0.012269,0.019341999999999998,0.028199000000000002,0.030289999999999997,0.042412,0.04278058279220779,0.048140106451612895,0.054538451923076915,0.06415388535031846,0.06404696202531643,0.05877469339622641,0.06857459999999997,0.06583561490683228,0.06347138888888885,0.07330316564417175,0.09118597865853653,0.09523034242424235,0.10252175150602402,0.1198210134730538,0.12871208482142846,0.11571625887573954,0.13302,0.12438591812865496,0.1439657408166052,0.1452444438721665,0.006125487270367769,0.08534576371306102,0.010277281762119023,,
Estonia,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000013819354838709677,0.000059826923076923085,0.0000740636942675159,0.0005219430379746835,0.000734207547169811,0.0008701874999999995,0.0012639130434782605,0.0018416666666666657,0.00260006134969325,0.0034331707317073147,0.004024363636363634,0.004875722891566262,0.005533652694610774,0.00651251785714285,0.00537763313609467,0.006506999999999999,0.005690526315789472,0.00612417861532159,0.007312086432619846,0.19070793202293368,0.1276742980387202,0.0005173924078165907,,
Finland,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000005999999999999999,0.000023999999999999997,0.000044000000000000006,0.000072,0.00010800000000000001,0.00010999999999999999,0.000166,0.00023,0.0004900000000000001,0.000766,0.0006914805194805194,0.0006218709677419355,0.000901326923076923,0.0011723503184713376,0.0016297405063291136,0.0014693773584905654,0.0018015749999999993,0.002475559006211179,0.0026123333333333315,0.0027624478527607343,0.004491109756097558,0.004583509090909088,0.0071310903614457775,0.010143808383233525,0.021406385281385262,0.028055944055944033,0.04359090909090908,0.05277139819245082,0.054251652121377655,0.07150162853019996,0.3143612424903297,0.354373468652347,0.005059349351097984,,
France,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.000002715260000000001,0.00000489604,0.00000489604,0.0000240218,0.00004704,0.000047142,0.000074302,0.00011128400000000001,0.00019497200000000002,0.0003694443,0.00048,0.0013014935064935066,0.0026158064516129034,0.003805384615384615,0.005798407643312101,0.00931556962025316,0.020996603773584897,0.038919374999999985,0.05411068322981365,0.07472444444444441,0.09334877300613492,0.11243634146341455,0.14009222454545442,0.1479707609638553,0.1580406537125747,0.19443902999999982,0.19290642869822466,0.22089320999999998,0.2552762052631579,0.3085744415567391,0.36062817150899573,0.16549785141518614,0.15236411483686352,0.025517515377164623,,
Germany,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0.00001,0.00002,0.00008,0.0002600000000000001,0.0007099999999999998,0.001,0.0027500000000000003,0.006,0.009089999999999999,0.015,0.02032,0.029660000000000002,0.04489,0.05528,0.09513,0.1044075974025974,0.15582309677419354,0.18353134615384614,0.24859089171974513,0.2636732278481012,0.29551132075471687,0.37975556249999987,0.3855790062111799,0.36500888888888877,0.3618215337423311,0.46512932926829237,0.47921454545454517,0.4860699397590358,0.5359305988023948,0.734254285714285,0.7235723076923071,0.9512369999999999,0.9837721052631578,1.1222668742318722,1.1631830204081632,0.03362662781786652,0.11886907502713373,0.0823051080161709,,
Greece,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0.00001,0.00001,0.00001,0.00002,0.00002,0.00008,0.0004700000000000001,0.00037,0.00034000000000000013,0.00036,0.00037,0.0007300000000000001,0.0016200000000000003,0.004510000000000001,0.00751090909090909,0.006425999999999999,0.010013653846153842,0.010924394904458595,0.012259367088607592,0.0163488679245283,0.017384624999999994,0.021305962732919244,0.024017222222222214,0.025474969325153356,0.03092652439024388,0.035699999999999975,0.03814861445783129,0.03379742514970056,0.042084107142857104,0.04658804733727805,0.049832883,0.05637073842105263,0.06477497366653012,0.08264771105355655,0.2724342901271708,0.10430349551335105,0.005848029644694523,,
Hungary,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009935064935064933,0.000009870967741935483,0.000039230769230769226,0.00005847133757961783,0.00009683544303797466,0.0004137735849056602,0.0010518749999999994,0.0019481366459627321,0.00312611111111111,0.004946687116564414,0.005840121951219509,0.007150951090909086,0.00661683524096385,0.006015007185628737,0.006311249999999995,0.006192426035502953,0.006822,0.005431052631578947,0.00649858254813601,0.005710889795918368,-0.12361099829079114,0.07592357342921119,0.0004040941049471072,,
Iceland,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.403707317073166E-8,0,0.00005055219542168671,0.00007682565179640713,0.00009921507214285704,0.00008337846355029579,0.00007314195600000001,0.00003903736842105263,0.00005856026061450226,0.00005917128290671904,0.00767332856147207,0,0.000004186872354261146,,
Ireland,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005000899999999999,0.00015002700000000003,0.0001900342,0.00016002880000000002,0.00014002520000000002,0.00050009,0.0016903042000000004,0.0018703366,0.0024404391999999996,0.0033189089844155835,0.0038306248722580634,0.004453493792307691,0.006384269980891719,0.010769167848189869,0.015611130478908674,0.018730289229684182,0.02290673062918924,0.027915409253813625,0.026424561324852703,0.040872486791464144,0.03719476476840114,0.0418660716113722,0.047100054382285116,0.059872003227684274,0.055668461538461486,0.06700267800000001,0.07730317842105262,0.08931749020893079,0.10262168762210504,0.1458147811594177,0.12333489829247779,0.007261358648078686,,
Italy,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.000019191919191919194,0.000028787878787878794,0.000019191919191919194,0.00003838383838383839,0.00006717171717171718,0.00008636363636363636,0.00031666666666666676,0.0011799999999999998,0.00232,0.004030000000000001,0.0056300000000000005,0.01171344155844156,0.013858838709677418,0.014299615384615383,0.017999426751592353,0.022688544303797457,0.02858886792452829,0.03857512499999999,0.0461945962732919,0.06179499999999997,0.08566028834355822,0.09195299999999995,0.12432038181818171,0.13730367469879506,0.13905867664670649,0.13518551785714272,0.16014030177514774,0.1596771,0.15851515789473683,0.1800882916837362,0.1661090046806144,-0.08014478125003921,0.11289249629368481,0.011753627187490415,,
Latvia,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.00002,0.00002,0.00002,0.00005,0.000029805194805194806,0.00010858064516129028,0.0004707692307692307,0.00047751592356687887,0.0004551265822784809,0.0004426415094339621,0.0005068124999999997,0.0005511801242236022,0.0004533333333333331,0.0004599386503067482,0.0006623780487804875,0.0010014545454545447,0.0010968072289156618,0.0009253293413173646,0.0013387499999999986,0.0011769230769230758,0.00135,0.001091918947368421,0.0013728055059401886,0.001580930612244898,0.1484592120848267,0.11716966826553343,0.00011186430899002344,,
Lithuania,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000011694267515923564,0.000017430379746835435,0.00013183018867924523,0.0010145812499999995,0.001245857142857142,0.0014893888888888882,0.002102576687116563,0.004431402439024388,0.0050081999999999965,0.005555006024096382,0.005855227544910175,0.007379517857142851,0.010283591715976323,0.012274199999999997,0.010244736842105261,0.013366220401474806,0.013873936399440767,0.035148984065907385,0.24537473482157712,0.0009816991943062958,,
Luxembourg,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00003,0.00010999999999999999,0.00018,0.00024743000000000003,0.0002358584415584415,0.0002416314193548387,0.0002566476923076923,0.00038395203821656046,0.0005059748734177214,0.0005579784905660375,0.0006147348749999998,0.0005757836645962729,0.0005994577777777775,0.0005170367484662573,0.0005975396341463409,0.0007183210909090903,0.0007652488554216861,0.0007317980838323348,0.0009275442857142849,0.0009187785798816559,0.0021134069999999994,0.0022777763157894736,0.0025074633674723474,0.0030988630268822107,0.23247909744190087,0.15384533821717983,0.0002192709588086665,,
Netherlands,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0.00001,0.00002,0.00016,0.00023,0.0005600000000000001,0.0008799999999999999,0.0014699999999999997,0.0017400000000000002,0.00238,0.0031700000000000005,0.00437,0.004750000000000001,0.0064,0.00645,0.008289999999999999,0.008196428571428573,0.009337935483870968,0.01292653846153846,0.018194331210191077,0.02001588607594936,0.02630830188679244,0.03286631249999999,0.040467388136645945,0.043287033888888854,0.03748083239263802,0.04758086359756094,0.046195141636363596,0.05186467734939755,0.05311329952095803,0.06875777196428565,0.07396923514792893,0.095119209,0.09438141421052632,0.10258602684145841,0.13560871079183676,0.3182906030426955,0.09011681377099667,0.009595471558499267,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006471167065868257,0.0010998423214285704,0.000991177455621301,0.00099432,0.0008709189473684208,0.0009075373043834494,0.001038129632653061,0.1407720739315037,0,0.0000734565154848252,,
Norway,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014276,0.00030199000000000003,0.00028571259740259737,0.0003840102580645161,0.002155691538461538,0.00252907050955414,0.004909847468354429,0.006119999999999998,0.008529749999999996,0.008676335403726703,0.009227222222222217,0.008250736196319015,0.011969451219512183,0.01435418181818181,0.01733692771084336,0.02031143712574849,0.022904464285714264,0.019154350650887556,0.025685999999999997,0.034688947368421055,0.049251945923801714,0.08784335505904259,0.7786778623477499,0.1823205588265402,0.00621566572051606,,
Poland,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0,0.00002,0.00004,0.00004,0.00005,0.0001390909090909091,0.0006021290322580644,0.001216153846153846,0.0013838216560509552,0.001307278481012658,0.0024633962264150938,0.004991624999999998,0.007954099378881982,0.01017166666666666,0.01561914110429447,0.029900304878048758,0.04401763636363633,0.05533807228915659,0.0703433532934131,0.09888535714285707,0.11396236686390522,0.13418100000000002,0.11451736842105262,0.13466738051618188,0.1396725551020408,0.03433315154067551,0.29475330803800515,0.009883023163916338,,
Portugal,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.00001,0.000009595959595959597,0.000009595959595959597,0.00003838383838383839,0.00010555555555555555,0.00017,0.00016,0.00021,0.00037999999999999997,0.0008900000000000001,0.00123,0.00168,0.002543376623376623,0.003573290322580645,0.004864615384615384,0.007952101910828024,0.017168924050632906,0.028146226415094334,0.03860381249999997,0.054709378881987555,0.07156055555555553,0.08618687116564414,0.08547475609756093,0.09513818181818175,0.110736986152771,0.11096058608676637,0.10571241629785703,0.11293029585798807,0.110232,0.11288894736842106,0.1218328226136829,0.10981250612244899,-0.10112505313969222,0.05465170781140105,0.007770170316587921,,
Romania,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0.0000101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000962264150943396,0.00002868749999999999,0.00004751552795031053,0.00008499999999999998,0.0028722699386503044,0.01293969512195121,0.02447999999999998,0.04166024096385539,0.043276095808383194,0.06432374999999994,0.05966094674556207,0.066663,0.056565263157894737,0.060377091356001646,0.06177175510204081,0.020303867432879708,0.9281700207375856,0.00437087791587423,,
Slovakia,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000019615384615384613,0.00005847133757961783,0.00006778481012658226,0.000057735849056603754,0.00007649999999999998,0.00006652173913043476,0.00005666666666666664,0.00005631901840490795,0.0000466463414634146,0.000055636363636363595,0.00005530120481927707,0.00005497005988023948,0.000054642857142857095,0.00005446834724811537,0.000054,0.000053684210526315784,0.000053486276116345766,0.00005328979591836736,-0.006395673023307569,-0.00575945523613175,0.000003770707044607532,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000036867469879518044,0.000036646706586826315,0.000054642857142857095,0.00005446834724811537,0.00005144400000000001,0.0000538721052631579,0.0000548234330192544,0.00005512829387755101,0.002813342690134668,0,0.000003900796437646491,,
